Grant Number,project_title,termination_date,org_name,org_city,org_state,org_district,usaspending_obligated,award_type,directorate_abbrev,directorate,division,nsf_program_name,nsf_url,usaspending_url,nsf_startdate,nsf_expected_end_date,org_zip,org_uei,abstract,in_cruz_list
2233707,Implementation: Implementation of the BIMS Tidal Wave Program,2025-04-18,BLACK IN MARINE SCIENCE,SPOKANE,WA,WA05,$1997452,Standard Grant,BIO,Biological Sciences,Biological Infrastructure,LEAPS-Leading Cultural Change,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2233707,https://www.usaspending.gov/award/ASST_NON_2233707_4900,2023-04-01,2028-03-31,992010580,SM8RSLFHWRC5,"Scientific societies play a significant role in the dissemination of research, and the creation of collaborative groups; however the lack of diversity at scientific meetings serves as a major crux to the advancement of ocean science and conservation. Systematic barriers increase the difficulty for researchers of color to attend and successfully maneuver these conferences. Often, those researchers who do attend are one of a handful and their experiences can be riddled with isolation, making it hard to truly engage in meeting sessions and activities. To increase diversity and engagement of scientists of color at ocean science conferences and reduce negative experiences stemming from seclusion, the non-profit Black in Marine Science (BIMS) introduces The BIMS Tidal Wave. The goals of this project are to 1) provide a cohort of scientists the networking and technical skills needed to successfully present at a conference, 2) incorporate contributions of researchers of color in ocean science conferences including a conference hosted by the BIMS Institute and 3) increase cohesion among allies and Black professionals who focus on ocean conservation and research. Each year, a cohort of Black marine scientists at varied educational levels (undergrad to graduate) and professions (academic, government, private sector) will be selected to attend one ocean science conference. Prior to each conference participants will partake in a series of workshops focused on presenting research, networking, and successful mentor-mentee interactions. After each conference, cohorts will receive post-conference training that will assist participants in publishing their research and forming collaborative bonds for future research.    As a means of improving the diversity and experience of Black marine scientists at scientific conferences, the nonprofit organization Black in Marine Science introduces The BIMS Tidal Wave. This program aims to expand the diversity of marine science conference participation and society membership in a stepwise fashion, supporting 40 students, and both early & late career professionals in presenting research at two marine science meetings each year. Moving past the experience of being isolated and excluded at conferences, the goal is that participants in The Tidal Wave Program feel a boost in confidence and in a sense of belonging by having new skills, resources, and cohort support. These fundamental changes will alter the experience of both Black scientists and other attendees at the conference. Prior to the meetings, the program will provide hands-on networking and professional development workshops including the resources, support, and skills needed to navigate a conference successfully. These workshops will strengthen relationships and mutual support among participants, thereby increasing the sense of comfort and ease of attending. Pertinent scientific meetings have been selected to represent an array of sub-disciplines within ocean policy and research, ensuring that Black peoples’ research contributions are heard and have a seat at the table. At the conferences, we will facilitate opportunities for participants to network with one another, as well as with members and leadership of the host society. In the final year of the grant, the BIMS institute will host a culminating conference, exclusive to Black marine science professionals and allies. The BIMS Tidal Wave will ultimately change the face of scientific conferences and enrich the experiences of Black marine scientists who attend these conferences.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2121853,Collaborative Research: HNDS-I: The Digital Society Project: Infrastructure for Measuring Internet Politics,2025-04-18,Brandeis University,WALTHAM,MA,MA05,$106311,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Behavioral and Cognitive Sciences,Human Networks & Data Sci Infr,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2121853,https://www.usaspending.gov/award/ASST_NON_2121853_4900,2021-09-01,2025-08-31,024532728,MXLZGAMFEKN5,"Issues such as internet freedom, cybersecurity, misinformation, and the polarization caused by social media are central to modern life. They play a key role in social life, politics, and the strength of democracy around the world. Yet measuring how these issues affect political events in online spaces is hard. Scholars do not know what factors matter most. This project will produce tools and data to help study problems in the online world that affect state security, business risk, and daily life.       This grant supports infrastructure to collect data from around the world on cybersecurity, internet freedom, disinformation, coordinated information operations, and the politicization and polarization of social media. The project builds a global pool of experts who will provide data each year. It also advances methods to ensure that these data are valid. The project links the data to a massive set of political tweets, coded by place. Scholars and others can access these data through an online interface and open-source software. This project can help us learn how states monitor, alter, and control online space. This research is critically important to the US government, aid and human rights groups, and private industry. Policy makers can also rely on this project to better understand how, and where, to step in to curb internet-driven political violence, stop the spread of disinformation, reduce electoral manipulation, and enhance government accountability. Civil society groups can use assessments of online freedom and cybersecurity to improve human rights surveillance. Firms can use the data to reduce harm caused by their social media platforms. Finally, teachers and students can use this project to better understand politics in a digital world, equipping citizens to safely traverse the modern information landscape.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",
2314915,Collaborative Research: Advancing Collaborations for Equity in Marine and Climate Sciences,2025-04-18,George Mason University,FAIRFAX,VA,VA11,$1200524,Standard Grant,EDU,STEM Education,Graduate Education,NSF Research Traineeship (NRT),https://www.nsf.gov/awardsearch/showAward?AWD_ID=2314915,https://www.usaspending.gov/award/ASST_NON_2314915_4900,2023-09-15,2026-08-31,220304422,EADLFP7Z72E5,"Marine and climate sciences (MCS) scientists play an important role in society because of their focus on both local and global issues affecting the environment and people. Yet MCS are some of the least diverse STEM disciplines, including limited change in the number of Black, Indigenous and People of Color (BIPOC) in MCS over the past 40 years. Climate and culture in MCS have been identified as actively contributing to the low participation and retention of BIPOC individuals in the disciplines and their disparate academic and professional outcomes, through gatekeeping, professional barriers, and other obstacles. The purpose of this research project is to examine how Woods Hole Collaborative Network (WHCN) researchers and administrators advance collaborations for equity in MCS and what processes are employed for developing equity-driven and anti-racist educational collaborations, infrastructures, and pathways. Project outcomes will span individual, institutional, and disciplinary level transformations.       This research project will investigate the WHCN, a multi-organizational collaboration between six predominantly white institutions located in Woods Hole, Massachusetts. The project focuses on three questions: (1) What features among the WHCN promote or inhibit institutional and disciplinary transformation? (2) In what ways has the WHCN pursued equitable collaborations and how has their collaboration evolved over time? (3) What effective and ineffective features of the WHCN’s initiatives can inform MCS collaborations? Drawing from nearly 20 years of WHCN’s programmatic efforts, researchers will utilize an instrumental case study to center the context and processes of a bounded case, with organizations (e.g., institutions) and individuals (e.g., students, scientists, and affiliated staff) as units of analyses. An instrumental case aligns with the project’s goal to develop a model that maps the process and infrastructure for transformation. The research design includes: (1) BIPOC storytelling and standpoint centering through qualitative interviews and qualitative network mapping with Woods Hole-affiliated BIPOC students, scientists, and alumni; (2) organizational and historical analysis through observations of WHCN initiatives, historical analysis of WHCN’s development, and analysis of student data, documented policies, activities, goals and procedures related to WHCN; and (3) model development, which will reflect a replicable and scalable model for equity-centered support in STEM collaborations.    This collaborative project is funded through the Racial Equity in STEM Education activities (EDU Racial Equity). The program supports research and practice projects that investigate how considerations of racial equity factor into the improvement of science, technology, engineering, and mathematics (STEM) education and workforce. Awarded projects seek to center the voices, knowledge, and experiences of the individuals, communities, and institutions most impacted by systemic inequities within the STEM enterprise. This program aligns with NSF’s core value of supporting outstanding researchers and innovative thinkers from across the Nation's diversity of demographic groups, regions, and types of organizations. Funds for EDU Racial Equity are pooled from programs across EDU in recognition of the alignment of its projects with the collective research and development thrusts of the four divisions of the directorate.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2314918,Collaborative Research: Advancing Collaborations for Equity in Marine and Climate Sciences,2025-04-18,Temple University,PHILADELPHIA,PA,PA02,$399997,Standard Grant,EDU,STEM Education,Graduate Education,ADVANCE,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2314918,https://www.usaspending.gov/award/ASST_NON_2314918_4900,2023-09-15,2026-08-31,191226104,QD4MGHFDJKU1,"Marine and climate sciences (MCS) scientists play an important role in society because of their focus on both local and global issues affecting the environment and people. Yet MCS are some of the least diverse STEM disciplines, including limited change in the number of Black, Indigenous and People of Color (BIPOC) in MCS over the past 40 years. Climate and culture in MCS have been identified as actively contributing to the low participation and retention of BIPOC individuals in the disciplines and their disparate academic and professional outcomes, through gatekeeping, professional barriers, and other obstacles. The purpose of this research project is to examine how Woods Hole Collaborative Network (WHCN) researchers and administrators advance collaborations for equity in MCS and what processes are employed for developing equity-driven and anti-racist educational collaborations, infrastructures, and pathways. Project outcomes will span individual, institutional, and disciplinary level transformations.       This research project will investigate the WHCN, a multi-organizational collaboration between six predominantly white institutions located in Woods Hole, Massachusetts. The project focuses on three questions: (1) What features among the WHCN promote or inhibit institutional and disciplinary transformation? (2) In what ways has the WHCN pursued equitable collaborations and how has their collaboration evolved over time? (3) What effective and ineffective features of the WHCN’s initiatives can inform MCS collaborations? Drawing from nearly 20 years of WHCN’s programmatic efforts, researchers will utilize an instrumental case study to center the context and processes of a bounded case, with organizations (e.g., institutions) and individuals (e.g., students, scientists, and affiliated staff) as units of analyses. An instrumental case aligns with the project’s goal to develop a model that maps the process and infrastructure for transformation. The research design includes: (1) BIPOC storytelling and standpoint centering through qualitative interviews and qualitative network mapping with Woods Hole-affiliated BIPOC students, scientists, and alumni; (2) organizational and historical analysis through observations of WHCN initiatives, historical analysis of WHCN’s development, and analysis of student data, documented policies, activities, goals and procedures related to WHCN; and (3) model development, which will reflect a replicable and scalable model for equity-centered support in STEM collaborations.    This collaborative project is funded through the Racial Equity in STEM Education activities (EDU Racial Equity). The program supports research and practice projects that investigate how considerations of racial equity factor into the improvement of science, technology, engineering, and mathematics (STEM) education and workforce. Awarded projects seek to center the voices, knowledge, and experiences of the individuals, communities, and institutions most impacted by systemic inequities within the STEM enterprise. This program aligns with NSF’s core value of supporting outstanding researchers and innovative thinkers from across the Nation's diversity of demographic groups, regions, and types of organizations. Funds for EDU Racial Equity are pooled from programs across EDU in recognition of the alignment of its projects with the collective research and development thrusts of the four divisions of the directorate.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2310698,"Planning: Advancing Geosciences Cultural Change in Access, Diversity, and Inclusion via History of Geology and Environmental Justice (ADI Geo-History)",2025-04-18,Mississippi State University,MISSISSIPPI STATE,MS,MS03,$200000,Standard Grant,GEO,Geosciences,"Research, Innovation, Synergies, and Education",SPECIAL EMPHASIS PROGRAM,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2310698,https://www.usaspending.gov/award/ASST_NON_2310698_4900,2023-04-01,2026-03-31,39762,NTXJM52SHKS7,"The Geosciences are one of the least diverse of the sciences, and representative voices and stakeholders are needed as the discipline navigates scientific and societal issues of national concern. The Advancing Geosciences’ Cultural Change in Access, Diversity, and Inclusion via History of Geology and Environmental Justice project (ADI Geo-History) supports participation of students with diverse identities by engaging them in the history of Earth Sciences from non-traditional perspectives. The Geological Society of America (GSA) and the History of Earth Sciences Society (HESS) collaborate to involve students from historically excluded groups in their professional societies, increasing not only students’ participation in the Geosciences, but also broadening the culture of the respective societies. ADI Geo-History recruits college students with diverse identities and supports their participation in the Geological Society of America annual conference, with accompanying field excursions that focus on exposing full histories of resource extraction and its impact on humans and the landscape. Students will experience virtual mentoring sessions before and after the conference with professional geoscientists of diverse identities. Following GSA, student scholars will prepare outreach materials for their home institutions based on what they have learned through their conference participation and fieldtrip experience. ADI Geo-History delivers a proof-of-concept to engage Geosciences-associated professional societies in activities that promote diversity and diversify society membership with the intention to expand this effort in the near future.     The Advancing Geosciences’ Cultural Change in Access, Diversity, and Inclusion via History of Geology and Environmental Justice project (ADI Geo-History) is a 2-year planning effort emerging from the Geosciences ASCEND RCN (NSF #2037271) and spearheaded by the History of Earth Sciences Society (HESS), an affiliated Geological Society of America (GSA) society. The proposed effort conceptualizes a sustained initiative to diversify the HESS membership and encourage participation of diverse identities in documenting and telling the history of Earth Science from non-traditional perspectives. For this effort, the PIs will implement experimental field trips/short courses and sessions for the 2023/2024 GSA Connects annual meetings (Pittsburgh, PA; Anaheim, CA), and engage students with diverse identities to focus on acknowledging, understanding, and accurately portraying the history of resource extraction and the legacy of extractive activities in the geosciences. ADI Geo-History will demonstrate a proof-of-concept to engage Geosciences-associated professional societies in activities that promote diversity and diversify society membership. As such, Geosciences-associated societies become active agents in developing their diversity profile, build social capital among diverse communities, broaden professional networks, and welcome diverse perspectives into professional societies.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2214011,Collaborative Research: From Culture to Child: How collective perceptions of affective divergence shape interracial relationships in middle childhood,2025-04-18,University of Hawaii,HONOLULU,HI,HI01,$245626,Continuing Grant,SBE,"""Social, Behavioral and Economic Sciences""",Behavioral and Cognitive Sciences,Social Psychology,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2214011,https://www.usaspending.gov/award/ASST_NON_2214011_4900,2022-09-01,2025-08-31,968222247,NSCKLFSSABF2,"Racial segregation, tension, and discrimination continue to persist in U.S. society. This project examines how racial discord may spread from culture to child. This project uses a new paradigm to examine how subtle--but recurring--depictions of interracial discord on children’s television contribute to the erosion of children’s interracial relationships in middle childhood (7 to 10 years of age). The proposed studies not only aim to identify a cause of interracial discord among children but may also inform media based interventions for improving children’s interracial relationships.    This project focuses on televised depictions of emotional discord in cross-race interactions as one potential cultural source of racial bias. A preliminary study documented how children’s television programming consistently depicts ""shared"" expressions of emotion in same-race interactions but not cross-race interactions. Exposure to this pattern of affective divergence may influence children's interracial beliefs and behaviors. In three proposed experiments, the investigators test this causal relationship using the cultural snapshots paradigm. Children between 7 and 10 years of age are randomly assigned to view brief television clips depicting (a) affective divergence, (b) affective convergence (shared emotion in both same-race and cross-race interactions), or (c) no humans (control). Exposure to affective divergence (relative to other conditions) is expected to cause children to experience reduced interracial empathy and increased negative expectations for interracial interactions. The researchers predict that this latter effect will cause reductions in children’s supportive and friendly behaviors toward other-race peers. The research team will also assess moderator and mediator variables, allowing for nuanced hypothesis-tests of this general prediction. Ultimately, these studies seek critical information about the causes of racial discord in children and a potential means for reducing such discord.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2318338,Empowering Undergraduate Engineers Towards Inclusive Institutional Change Through Research and Organizing,2025-04-18,Florida International University,MIAMI,FL,FL26,$500000,Standard Grant,EDU,STEM Education,Undergraduate Education,HSI-Hispanic Serving Instituti,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2318338,https://www.usaspending.gov/award/ASST_NON_2318338_4900,2023-10-01,2027-09-30,331992516,Q3KCVK5S9CP1,"With support from the Improving Undergraduate STEM Education: Hispanic-Serving Institutions (HSI) Program, this Track 2 project aims to empower students to create inclusive institutional change at Florida International University’s College of Engineering and Computing. Existing diversity support strategies tend to provide students with services to improve their academic performance or retention. While this support is important, it can limit students’ sense of agency and feeling that they have a voice in their university, which is an important element of inclusion. The significance of this project will come from the implementation of a JEDI (Justice Equity Diversity and Inclusion) Ambassador program which will focus on student empowerment in STEM at Florida International University. Students will have a paid position to conduct either research, leadership, or organizing projects, and they will receive regular mentorship, and have well-scaffolded opportunities to give feedback to administrators, faculty, and other community members on practical solutions for fostering a more inclusive student-centered educational environment. The work will contribute to knowledge about this novel approach to inclusive institutional change, help better understand the opportunities and challenges associated with student empowerment, and generate important insights about inclusion at HSIs. The project’s broader impact will help create inclusive change at Florida International University’s College of Engineering and Computing while also disseminating the project insights widely for translation. The project anticipates future expansions with partners at local and national 2-year and 4-year institutions.    The JEDI model will create a yearlong cohort-based student advocacy ambassador program focused on education research and organizing by undergraduate engineering students. Engineering education faculty and student support personnel will partner to establish the program. The project goals aspire to (1) create a program to train undergraduate engineering and computing students for this role, (2) mentor students in Youth Participatory Action Research projects to create insights and impacts towards inclusive change and (3) scaffold students to share their project work with stakeholders. Students will select from three specific model projects: (1) interview study with marginalized student population, (2) gateway course study on inequities in success rates, and (3) development of programming and initiatives in partnership with student organizations. Although projects will differ in focus, the research team anticipates outcomes related to insightful research products and impactful programming towards inclusion. In addition to creating the novel program, the research team will use a Design-Based Research Methodology to understand and enable the evidence-based design of the program; and will use critical discourse analysis to investigate participating students’ empowerment and sense of agency and to understand the impact of the JEDI program on stakeholder views and actions. Each student project will disseminate their work at a student project showcase including local stakeholders. In addition, students will be encouraged to create faculty and advisor development resources, publish at conferences, and conduct presentations to student organizations which includes sharing them on social media. Further, the principal investigators will publish on the program’s structure, process, and success at national conferences and in journals. Via a yearly reflection meeting, the project will share the process of JEDI with additional stakeholders to prepare for translation and expansion. This project is funded by the HSI Program, which aims to enhance undergraduate STEM education, broaden participation in STEM, and build capacity at HSIs.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2422305,Collaborative Research: IMPLEMENTATION: C-COAST: Changing the Culture of our Occupations to Achieve Systemic Transformation,2025-04-18,University of Rhode Island,KINGSTON,RI,RI02,$106151,Standard Grant,BIO,Biological Sciences,Biological Infrastructure,LEAPS-Leading Cultural Change,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2422305,https://www.usaspending.gov/award/ASST_NON_2422305_4900,2024-02-01,2027-04-30,028811974,CJDNG9D14MW7,"Coastal counties are more diverse than non-coastal counties; however, the culture and identities of those who study and manage estuaries and coasts do not reflect these communities. This mismatch diminishes the quality of science and management provided; many coastal professionals lack the lived experiences and knowledge to prioritize issues most impactful to people in coastal areas. Despite widespread recognition that increasing the participation of groups underrepresented in science, technology, engineering, and mathematics (STEM) is essential to sustaining the nation's capacity for innovation and discovery, there is a widening gap between the total number of marine science graduate degrees granted and degrees granted to those underrepresented in the field. Professional societies play a unique role in facilitating culture change within STEM disciplines by establishing and reinforcing norms and practices that advance greater diversity, equity, inclusion, justice, and accessibility (DEIJA). They are also important avenues for training students and professionals in relevant skills and in developing networks necessary to progress in their careers. Culture change in professional societies scales up to impacts on members, their home institutions, and beyond. The Coastal and Estuarine Research Federation (CERF) will assist the next generation of coastal and estuarine biologists and related disciplines in navigating the current culture while simultaneously dismantling inequities at the root of low DEIJA in the disciplines through the Changing the Culture of our Occupations to Achieve Systemic Transformation (C-COAST) program, which will provide professional development, mentoring, and networking to students and professionals at all career stages.    The C-COAST program will harness evidence-based strategies to mitigate inequities and shift culture in the coastal and estuarine sciences through two programs: Rising TIDES Conference Program (RTCP) and Leadership Development Program (LDP). The RTCP is geared towards recruiting and retaining a new generation of estuarine and coastal science professionals. It consists of a 16-month program that supports attendance at the CERF and two additional coastal and estuarine conferences, with virtual meetings in between. The program provides professional and near-peer mentors, training, and networking, in addition to the full suite of scientific conference offerings. The LDP will provide leadership and DEIJA training for current and future leaders by building a dynamic learning community that will prepare emerging leaders to become agents of change while helping current leaders use existing power to address systemic inequities. The goals of C-COAST, from short- to long-term, are to 1): recruit and retain diverse undergraduate and graduate students and provide them professional development, mentorship, and peer networks to support a sense of belonging and identity; 2) educate current leaders on how to be more inclusive and change policies and practices that lead to inequities; and 3) increase the leadership skills of and opportunities for future leaders and prepare them to make policies and practices of CERF and their home institutions more inclusive when they are elevated to positions of power.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2327319,"Postdoctoral Fellowship: STEMEdIPRF: Examining how faculty awareness of systemic barriers and growth mindset influences students' belonging, self-efficacy, and success in STEM",2025-04-18,University of Massachusetts Amherst,AMHERST,MA,MA02,$192092,Standard Grant,EDU,STEM Education,Graduate Education,Postdoctoral Fellowships,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2327319,https://www.usaspending.gov/award/ASST_NON_2327319_4900,2024-05-01,2026-04-30,010039252,VGJHK59NMPK9,"Traditional STEM college programs are based on cultural norms that do not account for the experiences of students with identities that are historically underrepresented in STEM. In practice, these norms may create hidden challenges to underrepresented students’ success over the course of their STEM education. This project is designed to look at college instructors as agents for change in STEM education by studying (a) their attitudes about the flexible nature of intelligence (i.e., growth mindset) and (b) their awareness of systemic barriers in STEM. Combined, these attitudes could influence the ways instructors engage in culturally relevant teaching practices and make meaning of student behaviors. This research will be of significance in advancing knowledge about STEM learning and learning environments that increase diversity, equity, and inclusion in classrooms. This project also has implications for broadening participation in STEM fields by directly studying students’ experiences as they relate to STEM instructor’s attitudes. Overall, this research could contribute to STEM instructor’s professional development and help to address the needs of an increasingly diverse student population.    This study is designed to examine how STEM faculty’s awareness of systemic barriers in STEM education and growth mindset beliefs influence undergraduate students’ success in STEM. Existing quantitative research has not identified the independent contributions of these faculty attitudes for their engagement with culturally relevant teaching pedagogies, and the resulting implications for STEM students’ outcomes. Findings from this project could provide preliminary support that analysis of multiple dimensions of STEM faculty’s attitudes is crucial for addressing existing challenges to underrepresented student success. This project has three phases: 1) STEM faculty complete an online experimental survey to examine whether their awareness of systemic bias and growth mindset influences their causal attributions for an academically struggling underrepresented student. 2) Faculty and student recruitment from introductory STEM college courses to complete a survey at the beginning of the academic semester (Time 1), and students complete a follow-up survey at the end of the academic semester (Time 2). Findings are designed to examine whether faculty’s attitudes influence students’ belonging, self-efficacy, and expectations for future STEM success. 3) An online experimental design to examine whether an experimental manipulation of a hypothetical faculty member’s attitudes will influence underrepresented and traditional undergraduate students’ STEM interest, self-efficacy, and course success. Additional analysis will also be conducted in each study to explore differences by faculty and student race, gender, social class, and sexuality. This research could have important implications for STEM education by illuminating the influence of these attitudes for faculty’s causal attributions of academically struggling students; the direct implications for students’ classroom experiences; and students’ resulting attitudes about STEM. Overall, this research is designed to transform STEM education research by highlighting the critical roles of both individual and systemic factors for undergraduate student success.    This project is funded by the STEM Education Postdoctoral Research Fellowship (STEM Ed PRF) program that aims to enhance the research knowledge, skills, and practices of recent doctorates in STEM, STEM education, education, and related disciplines to advance their preparation to engage in fundamental and applied research that advances knowledge within the field.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2222453,Collaborative Research: The Dynamics of Cross-Gender Interracial Interactions,2025-04-18,Indiana University,BLOOMINGTON,IN,IN09,$241615,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Multidisciplinary Activities,Build and Broaden,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2222453,https://www.usaspending.gov/award/ASST_NON_2222453_4900,2022-09-01,2025-08-31,474057000,YH86RTW2YVJ4,"As the United States becomes more diverse, the opportunities for interracial interactions — contact between people from different racial and ethnic groups — has subsequently increased. Positive interracial contact is associated with many societal benefits including reductions in prejudice and discrimination. Extensive work demonstrates, however, that interracial, compared to same-race, interactions are stressful, in part, because they increase the likelihood of experiencing social identity threat — being devalued based on one’s social group membership. Recent research suggests that people’s experiences during interracial interactions are further shaped by the gender of one’s interaction partner. To have a more complete understanding of interracial interactions and to develop interventions that foster positive interracial interactions, it is important to understand how gender and racial/ethnic background together shape people’s experiences in these interactions. This project forwards and evaluates a novel, theoretically based model of the effects of cross-gender interracial interactions on people’s experiences in these interactions. To move us closer to a potential intervention, we also examine whether the specific types of goals that people bring into an interracial interaction influences participants’ interaction experiences.     This project uses an experimental approach to examine the effects of cross-gender interracial interactions on people’s affect, cognition, and behavior. In particular, we will test whether participants’ gender and race/ethnicity in addition to an interaction partner’s gender and race/ethnicity together shape people’s experiences in these interactions. The research also investigates whether an interaction partner's goals for the interaction (learning or performance goals) influences people’s interaction experiences. It is hypothesized that people will have report more negative experiences in cross-gender relative to gender-matched interracial interactions, however, people’s negative interaction experiences will be attenuated when their partner adopts a learning goal prior to the interaction. This research is poised to offer novel insights about how to promote comfortable and rewarding experiences in all interracial interactions.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2233343,Collaborative Research: DESIGN: Co-creation of affinity groups to facilitate diverse & inclusive ornithological societies,2025-04-18,Virginia Polytechnic Institute and State University,BLACKSBURG,VA,VA09,$288563,Standard Grant,BIO,Biological Sciences,Biological Infrastructure,LEAPS-Leading Cultural Change,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2233343,https://www.usaspending.gov/award/ASST_NON_2233343_4900,2023-05-01,2026-04-30,240603359,QDE5UHE5XD16,"Professional societies serve as major hubs for networking, professional development, financial support, recognition of leadership, and dissemination of science. Diversity initiatives can increase access to the field associated with the society, but they may have limited success in improving the inclusion of marginalized members who lack a sense of community or feel their voices are not heard. One way to instigate cultural change from the ground up is to develop affinity groups where members of historically excluded communities can develop support networks based on common experiences and identities. Such affinity groups can go beyond “one-shot” social events at conferences to build long-lasting communities and connection. This project will develop a mechanism to co-create affinity groups within ornithology that can serve to support members of historically excluded communities, amplify their voices, and empower them to help change the culture of ornithology. This project involves close collaboration between three major US ornithological societies (American Ornithological Society, Wilson Ornithological Society, and Association for Field Ornithologists) to jointly support and elevate marginalized members in ornithology. The ultimate goal is to transform ornithology into an inclusive discipline that leverages the talents of the diverse communities of learners, scientists and practitioners to solve urgent problems in ecology, conservation and environmental justice.     A recent diversity assessment conducted by the American Ornithological Society revealed that many members from historically excluded groups feel a weaker sense of belonging, feel that their voices are not heard, and that they are not valued. These components comprise key elements of transformative resilience: a framework for not only increasing the persistence of individuals from marginalized groups, but to create paths for institutional transformation. This project aims to design a process for co-creating affinity groups—i.e., identity-based groups created by and for members from historically excluded communities—that facilitate transformative resilience. The co-creation process engages marginalized members to imagine an ornithological community where they belong and are valued, and then creates affinity groups based on those visions through a series of workshops with emerging leaders of the communities. The project sets up vast potential for implementing activities that broadens support to historically excluded communities, including targeted professional development, leadership development, improved communication, and social support. The project will have four other categories of broader impacts: (1) fostering stakeholder engagement among three ornithological societies, non-profit organizations, governmental agencies, and minority-serving institutions and societies; (2) providing educational and training opportunities in diversity, equity, inclusion, and justice (DEIJ) for a postdoctoral scholar and summer Multicultural Academic Opportunities Program undergraduate scholars; (3) disseminating findings of the project beyond academia; and (4) broadening the diversity of scholars who are engaged in DEIJ research.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2325593,Social justice training in graduate engineering education through critical civic engagement,2025-04-18,Iowa State University,AMES,IA,IA04,$499169,Standard Grant,EDU,STEM Education,Graduate Education,Innovations in Grad Education,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2325593,https://www.usaspending.gov/award/ASST_NON_2325593_4900,2023-10-01,2026-09-30,500112103,DQDBM7FGJPC5,"Engineers make decisions that inadvertently have impacts on society particularly in the way they shape structural inequities, but these social justice outcomes are often invisible in engineering education. The neglect of social justice is especially troubling because history is replete with engineering projects that have exacerbated inequalities. Previous approaches to enhance social justice attitudes and beliefs are nascent in engineering and have primarily focused on in-class curricula targeted at increasing awareness of inequities. Prior research of the project team has shown that these approaches are important but present limitations in their capacity to enhance social justice action. It is hypothesized that learning about social justice in the classroom, in isolation from communities and the injustices they face, is limiting. This National Science Foundation Innovations of Graduate Education (IGE) award to Iowa State University (ISU) will test if engaging social justice curriculum in collaboration with marginalized communities and civic partners changes students’ social justice attitudes and desire to act upon those injustices. This project will encourage engineering students to think critically about some of the most challenging social issues, i.e., racism, sexism, and other forms of social inequities. This project proposes a model for social justice action. It addresses the limitations of current educational interventions which overfocus on changing social justice attitudes but not action. The project will directly impact approximately 250 graduate engineering students.    This project closes the gap between social justice curriculum and the places where social injustices take place through a new model called critical civic engagement (CCE). CCE emphasizes community-driven collaboration wherein students learn from both in and with marginalized communities and civic partners. The CCE model will consist of ten modules implemented across four graduate engineering courses at ISU during two consecutive semesters. The CCE curriculum will be implemented in close partnership with marginalized communities and civic partners. The CCE model posits that co-production and civic engagement are foundational to social justice. If proven correct, this model will outline specific steps to help graduate instructors create sites of social justice. The pedagogical tools in this project will help bridge the power gap between graduate education and the places where injustices happen. The CCE model’s rigor will be reflected through improvements in the following student outcomes: (1) critical consciousness in engineering, (2) moral development, (3) intersectional consciousness, (4) personal beliefs about diversity, (5) self-assessment of critical consciousness and curriculum, and (6) qualitative assessment of the course.    The Innovations in Graduate Education (IGE) program is focused on research in graduate education. The goals of IGE are to pilot, test and validate innovative approaches to graduate education and to generate the knowledge required to move these approaches into the broader community.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
