"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization City","Organization State","Organization Country","PI Names","Funding Institutes","Project Terms"
"2025-04-24","SAMHSA","B09SM083973","1B09SM083973-01","Kansas State Department For Aging And Disability S...","2025-03-24","$6,035,542.00","$3,726,127.68","3726127.68","$2,309,414.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083942","1B08TI083942-01","Louisiana State Department Of Health","2025-03-24","$20,258,730.00","$8,515,629.30","8515629.3","$11,743,101.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084581","1B08TI084581-01","Louisiana State Department Of Health","2025-03-24","$674,083.00","$243,353.83","243353.83","$430,729.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083534","1B08TI083534-01","Louisiana State Department Of Health","2025-03-24","$23,457,477.00","$20,519,453.70","20519453.7","$2,938,023.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085359","1B09SM085359-01","Louisiana State Office Of Behavioral Health","2025-03-24","$20,684,792.00","$2,143,105.56","2143105.56","$18,541,686.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085887","1B09SM085887-01","Louisiana State Office Of Behavioral Health","2025-03-24","$711,840.00","$381,114.80","381114.8","$330,725.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083975","1B09SM083975-01","Louisiana State Office Of Behavioral Health","2025-03-24","$11,975,406.00","$11,424,313.65","11424313.65","$551,092.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085365","1B09SM085365-01","Mississippi State Department Of Mental Health","2025-03-24","$13,052,279.00","$3,860,229.22","3860229.22","$9,192,050.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085893","1B09SM085893-01","Mississippi State Department Of Mental Health","2025-03-24","$449,177.00","$162,583.16","162583.16","$286,594.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083950","1B08TI083950-01","Mississippi State Department Of Mental Health","2025-03-24","$11,173,892.00","$2,353,752.80","2353752.8","$8,820,139.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084590","1B08TI084590-01","Mississippi State Department Of Mental Health","2025-03-24","$379,927.00","$181,061.10","181061.1","$198,866.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083505","1B08TI083505-01","Mississippi State Department Of Mental Health","2025-03-24","$12,938,191.00","$10,276,261.47","10276261.47","$2,661,930.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083981","1B09SM083981-01","Mississippi State Department Of Mental Health","2025-03-24","$7,556,583.00","$5,809,952.79","5809952.79","$1,746,630.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085366","1B09SM085366-01","Missouri State Dept Of Mental Health","2025-03-24","$24,032,991.00","$24,032,991.00","24032991","","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085894","1B09SM085894-01","Missouri State Dept Of Mental Health","2025-03-24","$827,064.00","$468,470.50","468470.5","$358,594.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083951","1B08TI083951-01","Missouri State Dept Of Mental Health","2025-03-24","$21,490,814.00","$21,490,814.00","21490814","","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085367","1B09SM085367-01","Montana State Dept/Pub Hlth & Human Srvs","2025-03-24","$4,372,007.00","$2,447,122.26","2447122.26","$1,924,885.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084592","1B08TI084592-01","Montana State Dept/Pub Hlth & Human Srvs","2025-03-24","$125,000.00","$6,992.46","6992.46","$118,008.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085369","1B09SM085369-01","Nebraska St Dept Of Health & Human Servs","2025-03-24","$6,555,690.00","$474,550.01","474550.01","$6,081,140.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085897","1B09SM085897-01","Nebraska St Dept Of Health & Human Servs","2025-03-24","$225,605.00","$10,147.84","10147.84","$215,457.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083954","1B08TI083954-01","Nebraska St Dept Of Health & Human Servs","2025-03-24","$6,185,533.00","$1,342,689.05","1342689.05","$4,842,844.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084594","1B08TI084594-01","Nebraska St Dept Of Health & Human Servs","2025-03-24","$221,980.00","$13,819.21","13819.21","$208,161.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083508","1B08TI083508-01","Nebraska St Dept Of Health & Human Servs","2025-03-24","$7,162,196.00","$2,524,616.39","2524616.39","$4,637,580.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083985","1B09SM083985-01","Nebraska St Dept Of Health & Human Servs","2025-03-24","$3,795,400.00","$1,022,841.60","1022841.6","$2,772,558.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085371","1B09SM085371-01","Nh State Dept/Hlth Statistics/Data Mgmt","2025-03-24","$5,031,475.00","$3,145,116.32","3145116.32","$1,886,359.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083955","1B08TI083955-01","Nh State Dept/Hlth Statistics/Data Mgmt","2025-03-24","$5,640,385.00","$4,198,247.72","4198247.72","$1,442,137.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083509","1B08TI083509-01","Nh State Dept/Hlth Statistics/Data Mgmt","2025-03-24","$6,530,972.00","$5,693,811.58","5693811.58","$837,160.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083987","1B09SM083987-01","Nh State Dept/Hlth Statistics/Data Mgmt","2025-03-24","$2,912,959.00","$2,661,061.33","2661061.33","$251,898.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085376","1B09SM085376-01","North Dakota State Department Of Human Services","2025-03-24","$2,478,813.00","$579,935.00","579935","$1,898,878.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085904","1B09SM085904-01","North Dakota State Department Of Human Services","2025-03-24","$125,000.00","$102.00","102","$124,898.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083960","1B08TI083960-01","North Dakota State Department Of Human Services","2025-03-24","$5,288,864.00","$1,223,537.00","1223537","$4,065,327.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084600","1B08TI084600-01","North Dakota State Department Of Human Services","2025-03-24","$125,000.00","","","$125,050.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083992","1B09SM083992-01","North Dakota State Department Of Human Services","2025-03-24","$1,435,102.00","$1,325,019.00","1325019","$110,083.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085390","1B09SM085390-01","Ohio State Department Of Mental Health And Addicti...","2025-03-24","$44,517,241.00","$19,789,086.40","19789086.4","$24,728,155.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083961","1B08TI083961-01","Ohio State Department Of Mental Health And Addicti...","2025-03-24","$52,241,251.00","$22,169,895.58","22169895.58","$30,071,355.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085377","1B09SM085377-01","Oklahoma Dept Of Mental Hlth/Subs Abuse","2025-03-24","$15,708,052.00","$12,821,515.35","12821515.35","$2,886,537.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085905","1B09SM085905-01","Oklahoma Dept Of Mental Hlth/Subs Abuse","2025-03-24","$540,572.00","","","$540,572.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084602","1B08TI084602-01","Oklahoma Dept Of Mental Hlth/Subs Abuse","2025-03-24","$492,847.00","","","$492,847.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083993","1B09SM083993-01","Oklahoma Dept Of Mental Hlth/Subs Abuse","2025-03-24","$9,094,136.00","$8,442,566.74","8442566.74","$651,569.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085380","1B09SM085380-01","Puerto Rico Department Of Mental Health And Anti- ...","2025-03-24","$18,182,788.00","$11,494,245.12","11494245.12","$6,688,543.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085908","1B09SM085908-01","Puerto Rico Department Of Mental Health And Anti- ...","2025-03-24","$625,737.00","$164,908.13","164908.13","$460,829.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083976","1B08TI083976-01","Puerto Rico Department Of Mental Health And Anti- ...","2025-03-24","$18,182,788.00","$9,132,290.78","9132290.78","$9,050,497.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084616","1B08TI084616-01","Puerto Rico Department Of Mental Health And Anti- ...","2025-03-24","$622,008.00","$136,043.12","136043.12","$485,965.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083518","1B08TI083518-01","Puerto Rico Department Of Mental Health And Anti- ...","2025-03-24","$21,053,755.00","$20,032,964.02","20032964.02","$1,020,791.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083996","1B09SM083996-01","Puerto Rico Department Of Mental Health And Anti- ...","2025-03-24","$10,526,878.00","$9,727,366.21","9727366.21","$799,512.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085387","1B09SM085387-01","Rep/Marshall Islands- Ministry Of Health","2025-03-24","$417,694.00","","","$417,694.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085915","1B09SM085915-01","Rep/Marshall Islands- Ministry Of Health","2025-03-24","$125,000.00","","","$125,000.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083955","1B09SM083955-01","Rep/Marshall Islands- Ministry Of Health","2025-03-24","$241,823.00","","","$241,823.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083983","1B08TI083983-01","Republic/Marshall Is Ministry Of Finance","2025-03-24","$417,694.00","","","$417,694.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084584","1B08TI084584-01","Republic/Marshall Is Ministry Of Finance","2025-03-24","$125,000.00","","","$125,000.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083551","1B08TI083551-01","Republic/Marshall Is Ministry Of Finance","2025-03-24","$483,646.00","","","$483,646.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083966","1B08TI083966-01","South Carolina State Department Of Alcohol And Oth...","2025-03-24","$19,199,380.00","$13,927,257.51","13927257.51","$5,272,122.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084606","1B08TI084606-01","South Carolina State Department Of Alcohol And Oth...","2025-03-24","$684,099.00","$196,932.49","196932.49","$487,167.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085343","1B09SM085343-01","South Carolina State Dept Of Mental Hlth","2025-03-24","$21,480,779.00","$15,422,894.05","15422894.05","$6,057,885.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085871","1B09SM085871-01","South Carolina State Dept Of Mental Hlth","2025-03-24","$739,233.00","$292,482.01","292482.01","$446,751.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083947","1B09SM083947-01","South Carolina State Dept Of Mental Hlth","2025-03-24","$12,436,240.00","$11,688,983.90","11688983.9","$747,256.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085344","1B09SM085344-01","South Dakota State Department Of Social Services","2025-03-24","$3,078,898.00","$2,389,686.86","2389686.86","$689,211.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083967","1B08TI083967-01","South Dakota State Department Of Social Services","2025-03-24","$4,890,725.00","$2,766,655.18","2766655.18","$2,124,070.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085345","1B09SM085345-01","Tennessee State Department Of Mental Health And Su...","2025-03-24","$27,280,443.00","$19,226,824.36","19226824.36","$8,053,619.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085873","1B09SM085873-01","Tennessee State Department Of Mental Health And Su...","2025-03-24","$938,820.00","$710,525.11","710525.11","$228,295.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083968","1B08TI083968-01","Tennessee State Department Of Mental Health And Su...","2025-03-24","$25,886,179.00","$9,067,066.25","9067066.25","$16,819,113.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084608","1B08TI084608-01","Tennessee State Department Of Mental Health And Su...","2025-03-24","$864,280.00","","","$864,280.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083515","1B08TI083515-01","Tennessee State Department Of Mental Health And Su...","2025-03-24","$29,973,471.00","$29,356,151.25","29356151.25","$617,320.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085385","1B09SM085385-01","Texas Health And Human Services Commission","2025-03-24","$128,821,616.00","$71,982,045.90","71982045.9","$56,839,570.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085913","1B09SM085913-01","Texas Health And Human Services Commission","2025-03-24","$4,433,226.00","$3,820,824.63","3820824.63","$612,401.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084609","1B08TI084609-01","Texas Health And Human Services Commission","2025-03-24","$4,715,901.00","$4,309,868.51","4309868.51","$406,032.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083969","1B08TI083969-01","Texas State Dept Of Health Services","2025-03-24","$117,140,711.00","$65,570,863.74","65570863.74","$51,569,847.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085346","1B09SM085346-01","Utah Department Of Health And Human Services","2025-03-24","$12,884,438.00","$8,905,844.54","8905844.54","$3,978,593.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083970","1B08TI083970-01","Utah Department Of Health And Human Services","2025-03-24","$13,428,346.00","$8,711,624.36","8711624.36","$4,716,722.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083546","1B08TI083546-01","Utah Department Of Health And Human Services","2025-03-24","$15,548,611.00","$15,253,127.74","15253127.74","$295,483.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085347","1B09SM085347-01","Vermont State Agency Of Human Services","2025-03-24","$2,445,549.00","$1,099,956.00","1099956","$1,345,593.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM083966","1B09SM083966-01","Vermont State Agency Of Human Services","2025-03-24","$1,415,844.00","$1,089,154.16","1089154.16","$326,690.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085348","1B09SM085348-01","Virgin Islands Department Of Health","2025-03-24","$590,398.00","$392,105.40","392105.4","$198,293.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083981","1B08TI083981-01","Virgin Islands Department Of Health","2025-03-24","$590,398.00","$238,609.75","238609.75","$351,788.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084621","1B08TI084621-01","Virgin Islands Department Of Health","2025-03-24","$125,000.00","$23,154.24","23154.24","$101,846.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083522","1B08TI083522-01","Virgin Islands Department Of Health","2025-03-24","$683,619.00","$570,393.15","570393.15","$113,226.00","Mental Health Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085349","1B09SM085349-01","Virginia State Department Of Behavioral Health And...","2025-03-24","$35,786,432.00","$18,436,740.29","18436740.29","$17,349,692.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085877","1B09SM085877-01","Virginia State Department Of Behavioral Health And...","2025-03-24","$1,231,543.00","$312,943.87","312943.87","$918,599.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083972","1B08TI083972-01","Virginia State Department Of Behavioral Health And...","2025-03-24","$33,982,454.00","$19,077,558.36","19077558.36","$14,904,896.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084612","1B08TI084612-01","Virginia State Department Of Behavioral Health And...","2025-03-24","$1,245,502.00","$395,791.59","395791.59","$849,710.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085382","1B09SM085382-01","West Virginia State Dept Hlth/Human Rscs","2025-03-24","$7,778,761.00","$5,845,395.55","5845395.55","$1,933,365.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B09SM085910","1B09SM085910-01","West Virginia State Dept Hlth/Human Rscs","2025-03-24","$267,696.00","$19,352.70","19352.7","$248,343.00","Mental Health Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083924","1B08TI083924-01","West Virginia State Dept Hlth/Human Rscs","2025-03-24","$6,826,198.00","$3,077,066.81","3077066.81","$3,749,131.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI084565","1B08TI084565-01","West Virginia State Dept Hlth/Human Rscs","2025-03-24","$218,330.00","","","$218,330.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083492","1B08TI083492-01","West Virginia State Dept Hlth/Human Rscs","2025-03-24","$7,904,019.00","$7,493,382.65","7493382.65","$410,636.00","Substance Use Block Grant - Covid Relief","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","SAMHSA","B08TI083974","1B08TI083974-01","Wyoming State Department Of Health","2025-03-24","$3,397,896.00","$1,733,775.20","1733775.2","$1,664,121.00","Subtance Use Block Grant - Arp","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000495","18NU50CK000495CV","International Organization For Migration","2025-03-24","$3,380,351.00","$2,771,874.00","2771874","$608,477.00","Sustaining The Expansion Of The Overseas Health Assessment And Management Of U.S.-Bound Refugees, No...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000499","19NU50CK000499C3","Commonwealth Healthcare Corporation","2025-03-24","$460,851.00","$269,905.46","269905.46","$190,945.54","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000499","19NU50CK000499C4","Commonwealth Healthcare Corporation","2025-03-24","$3,956,082.00","$3,394,182.76","3394182.76","$561,899.24","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000499","19NU50CK000499EDEXC5","Commonwealth Healthcare Corporation","2025-03-24","$2,958,501.00","$1,915,370.07","1915370.07","$1,043,130.93","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000500","19NU50CK000500C4","Public Health And Human Services, Montana Departme...","2025-03-24","$49,914,794.00","$48,667,492.43","48667492.43","$1,247,301.57","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000500","19NU50CK000500CV","Public Health And Human Services, Montana Departme...","2025-03-24","$917,367.00","$621,451.34","621451.34","$295,915.66","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000500","19NU50CK000500EDEXC5","Public Health And Human Services, Montana Departme...","2025-03-24","$61,517,133.00","$41,241,765.96","41241765.96","$20,275,367.04","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000501","19NU50CK000501BDXC5","Tx Dept Of State Health Services","2025-03-24","$400,000.00","","","$400,000.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000501","19NU50CK000501C3","Tx Dept Of State Health Services","2025-03-24","$39,243,025.00","$29,717,928.22","29717928.22","$9,525,096.78","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000501","19NU50CK000501C4","Tx Dept Of State Health Services","2025-03-24","$473,597,520.00","$376,503,424.93","376503424.93","$97,094,095.07","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000501","19NU50CK000501EDEXC5","Tx Dept Of State Health Services","2025-03-24","$1,535,405,092.00","$657,776,885.96","657776885.96","$877,628,206.04","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000501","19NU50CK000501JKOWC3","Tx Dept Of State Health Services","2025-03-24","$375,000.00","","","$375,000.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000503","19NU50CK000503C3","Indiana State Department Of Health","2025-03-24","$11,627,724.00","$10,706,882.22","10706882.22","$920,841.78","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000503","19NU50CK000503C4","Indiana State Department Of Health","2025-03-24","$183,065,473.00","$132,402,754.66","132402754.66","$50,662,718.34","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000503","19NU50CK000503CV","Indiana State Department Of Health","2025-03-24","$1,694,239.00","$815,250.13","815250.13","$878,988.87","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000503","19NU50CK000503EDEXC5","Indiana State Department Of Health","2025-03-24","$387,495,639.00","$125,128,539.16","125128539.16","$262,367,099.84","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000503","19NU50CK000503SHP2C5","Indiana State Department Of Health","2025-03-24","$998,977.00","","","$998,977.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000504","19NU50CK000504C4","Ia St Department Of Public Health","2025-03-24","$100,843,972.00","$84,712,589.95","84712589.95","$16,131,382.05","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000504","19NU50CK000504CV","Ia St Department Of Public Health","2025-03-24","$1,433,832.00","$674,042.47","674042.47","$759,789.53","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000504","19NU50CK000504EDEXC5","Ia St Department Of Public Health","2025-03-24","$181,600,727.00","$67,356,762.86","67356762.86","$114,243,964.14","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000504","19NU50CK000504SHP2C5","Ia St Department Of Public Health","2025-03-24","$869,623.00","","","$869,623.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000509","19NU50CK000509C4","Ak St Dhss","2025-03-24","$53,127,495.00","$37,422,170.92","37422170.92","$15,705,324.08","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
